Data;open_x;high_x;low_x;close_x;volume_x;open_y;high_y;low_y;close_y;volume_y;;;;;
17/09/2020 12:30;5284.63;5288.15;5284.12;5286.14;870006075.00;100901.22;100916.45;100835.20;100865.67;1709126370.68;;;;;
17/09/2020 12:35;5286.14;5290.67;5284.12;5288.66;1059074505.00;100860.59;100952.00;100860.59;100911.37;1611511236.20;;;;;
17/09/2020 12:40;5288.66;5290.67;5287.14;5289.16;560064760.00;100911.37;100982.46;100885.98;100906.29;1883855024.29;;;;;
17/09/2020 12:45;5289.16;5291.17;5288.66;5290.67;588131760.00;100906.29;100911.37;100728.56;100850.43;2969946266.66;;;;;
17/09/2020 12:50;5290.17;5293.69;5288.66;5292.18;711610905.00;100845.36;100957.07;100825.04;100941.84;1735822245.09;;;;;
17/09/2020 12:55;5291.68;5297.21;5291.68;5295.70;1158282885.00;100946.92;100972.31;100855.51;100870.75;1519194032.82;;;;;
17/09/2020 13:00;5296.21;5297.21;5288.66;5288.66;1426582310.00;100870.75;100936.76;100799.65;100880.90;1834982291.56;;;;;
17/09/2020 13:05;5288.66;5293.69;5284.63;5293.19;1781122815.00;100875.82;100921.53;100789.50;100819.97;1589617076.89;;;;;
17/09/2020 13:10;5293.69;5294.19;5291.68;5292.68;546438875.00;100814.89;100885.98;100733.64;100759.03;2094319969.48;;;;;
17/09/2020 13:15;5292.68;5296.71;5290.67;5294.19;1116767090.00;100753.95;100957.07;100718.40;100779.34;3740406856.21;;;;;
17/09/2020 13:20;5294.19;5295.20;5291.68;5292.68;413279435.00;100774.26;100835.20;100748.87;100814.89;1430985668.51;;;;;
17/09/2020 13:25;5292.18;5295.20;5291.17;5292.68;599155005.00;100814.89;100870.75;100779.34;100860.59;1636047816.58;;;;;
17/09/2020 13:30;5293.19;5294.19;5290.17;5292.68;638974115.00;100855.51;100921.53;100819.97;100916.45;1948023809.26;;;;;
17/09/2020 13:35;5293.19;5293.19;5286.64;5287.65;874526410.00;100911.37;100967.23;100901.22;100957.07;1868788906.06;;;;;
17/09/2020 13:40;5287.14;5289.16;5285.63;5286.64;963443935.00;100962.15;101012.93;100906.29;100941.84;2446822095.74;;;;;
17/09/2020 13:45;5286.14;5291.68;5285.63;5290.17;883663895.00;100946.92;100977.39;100911.37;100941.84;1501994254.55;;;;;
17/09/2020 13:50;5290.17;5295.70;5290.17;5291.68;1090146760.00;100946.92;101190.67;100926.61;101180.51;3932016603.01;;;;;
17/09/2020 13:55;5291.68;5291.68;5287.65;5288.66;852324460.00;101180.51;101292.23;101170.35;101287.15;3899739930.53;;;;;
17/09/2020 14:00;5288.66;5290.67;5283.62;5284.12;1124012755.00;101282.07;101429.33;101266.84;101337.93;3785090563.75;;;;;
17/09/2020 14:05;5284.63;5286.14;5281.10;5283.62;1218882230.00;101337.93;101419.18;101292.23;101363.32;2183095215.73;;;;;
17/09/2020 14:10;5283.62;5286.14;5282.61;5283.12;670416810.00;101363.32;101414.10;101307.46;101393.79;1587156469.80;;;;;
17/09/2020 14:15;5283.12;5287.14;5282.11;5286.14;685207385.00;101393.79;101449.65;101332.85;101348.09;2117799833.75;;;;;
17/09/2020 14:20;5286.14;5286.64;5278.08;5280.10;1216644775.00;101343.01;101510.58;101322.69;101500.43;3089765032.30;;;;;
17/09/2020 14:25;5279.59;5280.10;5276.07;5277.58;1370033450.00;101500.43;101622.30;101490.27;101546.13;4330578808.84;;;;;
17/09/2020 14:30;5277.58;5278.59;5274.56;5278.08;967974775.00;101541.05;101617.22;101495.35;101535.97;2066464759.95;;;;;
17/09/2020 14:35;5278.08;5279.09;5273.05;5275.56;1093136310.00;101530.90;101703.55;101495.35;101652.77;3361178788.34;;;;;
17/09/2020 14:40;5275.56;5280.10;5274.56;5280.10;858755545.00;101652.77;101718.78;101581.68;101627.38;2428411025.35;;;;;
17/09/2020 14:45;5280.10;5280.10;5274.05;5275.06;810112100.00;101627.38;101779.72;101622.30;101728.94;3081836882.13;;;;;
17/09/2020 14:50;5275.06;5277.58;5273.55;5276.57;726264740.00;101728.94;101855.89;101688.32;101718.78;3171477457.44;;;;;
17/09/2020 14:55;5277.08;5283.12;5276.07;5281.10;1297171245.00;101723.86;101789.88;101662.93;101769.56;2257212355.78;;;;;
17/09/2020 15:00;5280.60;5280.60;5277.58;5278.59;703047765.00;101764.49;101820.35;101693.39;101723.86;1730824776.90;;;;;
