Data;open;high;low;close;volume;open_win;high_win;low_win;close_win;volume_win
13/05/2020 10:45;5951.04;5974.81;5948.01;5970.76;7691414435.0;80000.37;80173.66;79653.78;79898.43;6626903332.4
13/05/2020 11:00;5971.27;6001.1;5966.21;5996.55;8589700490.0;79903.53;80224.63;79862.75;79949.4;5326472097.26
13/05/2020 11:15;5997.06;5998.57;5982.39;5986.94;5732312620.0;79949.4;80132.88;79821.98;80092.11;4251645917.59
13/05/2020 11:30;5986.94;5995.54;5977.33;5983.4;5951493560.0;80087.01;80387.73;79658.88;79740.43;7546569249.06
13/05/2020 11:45;5983.4;5999.58;5970.76;5999.58;5874645985.0;79740.43;79888.23;79541.65;79602.81;6110805739.28
13/05/2020 12:00;5999.58;6004.13;5992.5;5994.53;3780660480.0;79602.81;79811.78;79480.49;79801.59;5145252567.02
13/05/2020 12:15;5994.02;6004.13;5988.96;5990.48;3293447690.0;79806.69;79883.14;79240.93;79490.68;5909542507.42
13/05/2020 12:30;5990.48;6000.09;5984.92;5999.08;3128111270.0;79490.68;79592.62;79133.9;79179.77;4710442760.77
13/05/2020 12:45;5998.57;6005.65;5990.99;5994.53;3337163560.0;79174.67;79246.03;78731.25;78924.93;6337081919.04
13/05/2020 13:00;5994.53;6016.78;5993.52;6012.22;5039037400.0;78919.83;78965.7;78736.34;78884.15;4045230709.18
13/05/2020 13:15;6011.72;6015.26;6000.59;6009.19;3220241265.0;78889.25;79205.26;78664.99;78991.19;5695499489.48
13/05/2020 13:30;6009.19;6009.7;6002.11;6002.62;1997546425.0;78991.19;79133.9;78889.25;78950.41;3371662987.01
13/05/2020 13:45;6002.62;6004.13;5990.99;6000.09;3293395970.0;78950.41;79072.74;78807.7;78904.54;3225808220.88
13/05/2020 14:00;6000.09;6007.67;5979.36;5981.89;4220937325.0;78899.44;79281.71;78756.73;79215.45;4563411416.75
13/05/2020 14:15;5981.89;5993.52;5976.83;5984.41;4674717755.0;79215.45;79674.17;79159.38;79643.59;6266763593.68
13/05/2020 14:30;5984.41;5990.48;5978.85;5987.45;2503030220.0;79643.59;79740.43;79495.78;79587.52;4318727320.89
13/05/2020 14:45;5986.94;5997.56;5984.41;5993.52;2837063960.0;79582.42;79613.0;79220.55;79404.03;4450501520.85
13/05/2020 15:00;5993.52;6004.64;5992.5;5997.56;3022667220.0;79398.94;79541.65;79215.45;79398.94;4731931418.17
13/05/2020 15:15;5997.56;6003.63;5994.02;6001.61;2295592355.0;79393.84;79572.23;79332.68;79495.78;3508049478.99
13/05/2020 15:30;6001.61;6014.25;6000.09;6010.71;3498439090.0;79495.78;79531.45;79271.51;79322.48;3075029990.57
13/05/2020 15:45;6010.71;6010.71;5995.03;5999.58;3904236940.0;79327.58;79485.58;79281.71;79363.26;2973650315.08
13/05/2020 16:00;6000.09;6010.2;5997.56;6008.69;3406523515.0;79358.16;79556.94;79164.48;79225.64;5148535193.45
13/05/2020 16:15;6008.69;6010.2;5984.41;5989.47;5664568550.0;79220.55;79307.19;78904.54;79062.54;5446113822.88
13/05/2020 16:30;5989.47;5991.49;5983.4;5989.47;2462014240.0;79067.64;79398.94;78986.09;79297.0;4301890694.84
13/05/2020 16:45;5989.98;6001.1;5972.78;5974.3;5394094590.0;79297.0;79536.55;79240.93;79337.77;4121052588.21
13/05/2020 17:00;5974.3;5981.89;5970.76;5974.3;2454885595.0;79342.87;79781.2;79281.71;79536.55;3445632394.04
13/05/2020 17:15;5973.79;5978.35;5955.59;5964.69;2625562745.0;79541.65;79730.23;79490.68;79643.59;1612806239.79
13/05/2020 17:30;5964.69;5977.84;5961.15;5975.82;1474576785.0;79643.59;79750.62;79536.55;79663.97;1372583540.3
13/05/2020 17:45;5975.31;5979.86;5952.56;5955.59;1450413485.0;79663.97;80020.75;79658.88;80020.75;1090762451.09
14/05/2020 09:00;5994.53;6012.73;5992.0;5994.02;7577841865.0;79021.77;79037.06;78542.66;78710.86;4226423646.43
14/05/2020 09:15;5994.02;6011.72;5985.43;6005.15;8204053140.0;78710.86;78812.8;78430.53;78471.31;4052760577.41
14/05/2020 09:30;6005.15;6020.82;6002.62;6019.81;6328527245.0;78466.21;78532.47;78201.17;78328.59;3920134257.28
14/05/2020 09:45;6019.81;6023.85;6000.59;6007.67;7562352965.0;78333.69;78614.02;78298.01;78608.92;3369147255.2
14/05/2020 10:00;6007.67;6021.83;6005.65;6009.7;6268477435.0;78603.83;78710.86;78410.14;78608.92;5089829896.45
14/05/2020 10:15;6009.7;6033.46;6009.19;6031.95;6579858455.0;78608.92;78746.54;78221.56;78247.04;5981223375.79
14/05/2020 10:30;6031.95;6041.05;6025.88;6030.93;5974969185.0;78252.14;78282.72;77156.32;77370.38;12098482508.41
14/05/2020 10:45;6031.44;6040.04;6020.82;6039.53;5960676430.0;77370.38;77594.65;77242.96;77258.25;6217780349.97
14/05/2020 11:00;6039.02;6045.09;6030.93;6036.5;4968409015.0;77258.25;77716.97;77146.12;77589.55;6019622669.02
14/05/2020 11:15;6037.0;6037.0;5982.39;6000.09;13814178940.0;77589.55;77716.97;77380.58;77406.06;5621777286.12
14/05/2020 11:30;6000.59;6003.12;5959.64;5974.81;9936485195.0;77406.06;77925.94;77395.87;77732.26;6536632508.46
14/05/2020 11:45;5974.81;5988.46;5968.74;5984.92;7385732180.0;77732.26;78292.92;77706.78;78134.91;6366728251.77
14/05/2020 12:00;5984.92;5992.5;5976.83;5987.95;4997659605.0;78134.91;78639.5;78134.91;78608.92;6352089597.0
14/05/2020 12:15;5987.45;5991.49;5972.78;5983.4;4855472440.0;78608.92;79128.8;78292.92;78476.4;8179013749.8
14/05/2020 12:30;5982.9;5990.48;5976.32;5988.96;2816257935.0;78476.4;78568.15;78160.4;78216.46;5075507769.57
14/05/2020 12:45;5989.47;5996.04;5982.39;5990.99;3359171460.0;78211.37;78542.66;78155.3;78415.24;4208244396.82
14/05/2020 13:00;5990.99;6000.09;5988.46;5998.57;3292793305.0;78415.24;78629.31;78313.3;78501.89;4285974567.04
14/05/2020 13:15;5998.57;6000.09;5988.96;5993.01;2592262105.0;78496.79;78894.35;78399.95;78817.89;3924407613.1
14/05/2020 13:30;5993.01;5996.55;5983.91;5992.0;2932706915.0;78817.89;79108.41;78705.76;78868.86;4778342311.14
14/05/2020 13:45;5992.0;5994.53;5969.75;5974.3;3789981950.0;78873.96;79470.29;78751.63;79460.1;5333215006.16
14/05/2020 14:00;5974.3;5978.85;5963.68;5968.74;3680813345.0;79460.1;79628.29;79322.48;79419.32;5114595994.78
14/05/2020 14:15;5968.74;5972.78;5933.85;5936.88;6271674190.0;79419.32;79878.04;79322.48;79867.85;5484874443.06
14/05/2020 14:30;5937.39;5943.96;5917.16;5938.9;7524358665.0;79872.94;80051.33;79398.94;79511.07;5377347095.33
14/05/2020 14:45;5938.9;5954.58;5928.29;5951.55;4979111800.0;79511.07;79572.23;78588.53;78838.28;6408839960.03
14/05/2020 15:00;5951.04;5971.27;5950.53;5958.63;6121256635.0;78838.28;78853.57;77941.23;78456.02;8380768040.29
14/05/2020 15:15;5958.12;5958.63;5939.92;5944.97;4713060135.0;78456.02;79327.58;78394.85;79246.03;5615798374.96
14/05/2020 15:30;5944.97;5983.4;5935.87;5972.28;7045555565.0;79240.93;79653.78;78853.57;79149.19;6890469242.17
14/05/2020 15:45;5972.78;5996.04;5951.55;5951.55;6128505660.0;79144.09;79455.0;79001.38;79215.45;4837320370.69
14/05/2020 16:00;5934.35;5938.9;5915.64;5927.78;5931330920.0;79220.55;79669.07;79133.9;79505.97;5778977092.83
14/05/2020 16:15;5928.29;5929.8;5903.0;5906.54;3892733180.0;79505.97;79750.62;79276.61;79521.26;4603860232.21
14/05/2020 16:30;5906.04;5914.13;5879.74;5888.85;4656874025.0;79526.36;79811.78;79205.26;79776.1;4949436249.2
14/05/2020 16:45;5888.85;5897.44;5881.77;5889.86;3932882585.0;79776.1;80678.25;79760.81;80627.28;7164441045.83
14/05/2020 17:00;5889.86;5891.88;5875.19;5875.7;3243079565.0;80622.18;80810.77;80510.05;80703.73;2971155880.85
14/05/2020 17:15;5876.2;5895.92;5873.68;5888.85;2617877725.0;80708.83;80989.16;80520.25;80902.51;2722458421.05
14/05/2020 17:30;5889.35;5891.88;5874.69;5877.22;1557838815.0;80897.41;81070.71;80861.74;80912.7;1585922485.33
14/05/2020 17:45;5877.22;5897.44;5875.7;5888.34;1077970100.0;80907.61;81065.61;80892.32;80943.29;794683368.72
15/05/2020 09:00;5941.94;5951.04;5912.11;5921.71;8223485045.0;80132.88;80938.19;80092.11;80647.67;5451628044.84
15/05/2020 09:15;5921.71;5932.84;5908.06;5926.26;6019572580.0;80642.57;80683.35;80214.43;80346.95;5051354251.81
15/05/2020 09:30;5926.26;5940.93;5911.09;5919.18;7919912680.0;80352.05;80550.83;79878.04;80301.08;7064686596.1
15/05/2020 09:45;5918.68;5938.9;5913.12;5929.3;6250760725.0;80301.08;80392.82;80061.53;80204.24;3934380049.56
15/05/2020 10:00;5929.3;5934.86;5901.99;5909.07;7225157350.0;80209.34;80540.63;79949.4;80357.15;6939508983.61
15/05/2020 10:15;5909.07;5912.11;5892.89;5901.99;6489677935.0;80362.24;80938.19;80352.05;80591.6;7439182658.84
15/05/2020 10:30;5901.99;5914.13;5874.18;5879.74;9624454120.0;80596.7;80958.58;80061.53;80698.64;10330836972.72
15/05/2020 10:45;5879.24;5880.25;5839.8;5848.9;9972971335.0;80698.64;81244.0;80510.05;80887.22;7473956674.62
15/05/2020 11:00;5848.9;5853.45;5830.69;5839.29;7670215645.0;80892.32;81091.09;80484.57;80754.7;7272725929.31
15/05/2020 11:15;5839.29;5858.0;5831.71;5848.39;5869501825.0;80759.8;80902.51;80239.92;80484.57;5723002716.88
15/05/2020 11:30;5847.89;5862.05;5841.82;5860.02;4664456580.0;80484.57;80678.25;80280.69;80387.73;5289066356.64
15/05/2020 11:45;5859.52;5889.35;5854.46;5888.34;6472170580.0;80382.63;80510.05;79455.0;79725.14;8331161922.65
15/05/2020 12:00;5887.83;5911.09;5887.83;5904.52;7949837125.0;79725.14;79791.39;79307.19;79455.0;7850502264.01
15/05/2020 12:15;5904.52;5917.16;5884.8;5891.37;6553115045.0;79460.1;79582.42;78853.57;79373.45;7626311310.93
15/05/2020 12:30;5891.37;5892.38;5868.11;5879.24;5521605215.0;79373.45;79725.14;79184.87;79378.55;4994252759.95
15/05/2020 12:45;5879.74;5898.96;5878.73;5895.42;4178872585.0;79378.55;79607.91;79235.84;79398.94;3724797794.2
15/05/2020 13:00;5895.92;5901.99;5879.24;5886.82;4424439835.0;79404.03;79888.23;79347.97;79745.52;4441922112.56
15/05/2020 13:15;5886.82;5892.89;5870.64;5889.35;3924681335.0;79750.62;80081.92;79658.88;79796.49;4000105714.8
15/05/2020 13:30;5889.86;5894.41;5877.22;5893.4;2826560475.0;79791.39;79995.27;79663.97;79750.62;3217907124.33
15/05/2020 13:45;5893.4;5897.95;5885.81;5889.86;3226699845.0;79750.62;79791.39;79373.45;79628.29;4932082625.75
15/05/2020 14:00;5889.86;5911.6;5882.27;5906.04;4619003535.0;79628.29;79949.4;79582.42;79765.91;3851869144.71
15/05/2020 14:15;5906.04;5913.62;5899.97;5903.0;3381534645.0;79771.01;79888.23;79582.42;79837.27;2854263343.02
15/05/2020 14:30;5903.0;5906.54;5896.43;5903.51;2804708030.0;79842.36;79929.01;79638.49;79740.43;3279736877.33
15/05/2020 14:45;5904.01;5916.15;5902.5;5912.11;3307298060.0;79740.43;79847.46;79388.74;79781.2;4472443440.91
15/05/2020 15:00;5912.11;5915.14;5900.48;5908.06;3236358975.0;79786.3;80224.63;79740.43;79944.3;4894120621.83
15/05/2020 15:15;5908.06;5908.57;5896.94;5899.46;2599077960.0;79949.4;80056.43;79842.36;79923.91;2664799338.15
15/05/2020 15:30;5899.97;5910.08;5897.95;5906.54;2632000270.0;79923.91;79944.3;79470.29;79505.97;5194340814.57
15/05/2020 15:45;5906.04;5925.25;5898.45;5920.7;3413793885.0;79505.97;79781.2;79281.71;79368.35;4898403986.49
15/05/2020 16:00;5920.7;5926.77;5908.57;5909.58;4206393920.0;79373.45;79862.75;79220.55;79801.59;5272880642.99
15/05/2020 16:15;5910.08;5913.12;5899.46;5900.48;2762655905.0;79796.49;79939.2;79648.68;79847.46;3614132243.37
15/05/2020 16:30;5900.48;5913.12;5895.92;5908.57;2759046230.0;79837.27;79964.69;79485.58;79546.75;3961519358.58
15/05/2020 16:45;5908.06;5914.63;5907.55;5908.57;1842187695.0;79546.75;79638.49;79342.87;79398.94;3659413827.24
15/05/2020 17:00;5908.57;5922.22;5905.53;5921.21;2249749745.0;79398.94;79419.32;78980.99;79230.74;4008315944.53
15/05/2020 17:15;5921.21;5932.84;5916.15;5929.3;1868442680.0;79230.74;79291.9;78772.02;78930.02;2980742810.23
