Data;open;high;low;close;volume;open_win;high_win;low_win;close_win;volume_win
08/05/2020 09:00;5670.39;5697.23;5666.48;5684.54;7847951690.0;80999.35;81193.03;80632.38;80938.19;3193824932.33
08/05/2020 09:15;5684.05;5686.98;5626.46;5646.47;10557388115.0;80938.19;81478.46;80861.74;80994.25;4051453409.83
08/05/2020 09:30;5646.96;5667.46;5619.62;5658.67;9603848495.0;81019.74;81616.07;80938.19;81254.19;4599344495.86
08/05/2020 09:45;5658.67;5681.12;5651.35;5671.36;7348614985.0;81249.1;81447.88;81004.45;81294.97;4079913324.62
08/05/2020 10:00;5671.85;5686.01;5655.25;5685.03;7189908470.0;81294.97;81809.75;81264.39;81422.39;6358477352.95
08/05/2020 10:15;5685.52;5686.49;5666.48;5677.71;5437722420.0;81417.29;81483.55;81121.68;81218.52;5335286419.07
08/05/2020 10:30;5677.71;5679.66;5649.89;5653.3;5252571680.0;81223.61;81503.94;81065.61;81345.94;7622953853.04
08/05/2020 10:45;5653.79;5653.79;5622.55;5631.34;7993900520.0;81345.94;81610.97;81213.42;81244.0;5255892551.09
08/05/2020 11:00;5631.34;5638.17;5605.96;5612.79;7768952080.0;81249.1;81656.85;81106.39;81646.65;6381563191.64
08/05/2020 11:15;5612.79;5629.87;5611.81;5624.5;4845206085.0;81646.65;82100.27;81616.07;81789.36;7931521790.04
08/05/2020 11:30;5624.02;5635.73;5619.62;5624.02;3936661030.0;81784.27;81932.08;81651.75;81651.75;4146773634.59
08/05/2020 11:45;5624.02;5626.46;5607.42;5609.37;3915089130.0;81651.75;81977.95;81610.97;81937.17;4176033838.07
08/05/2020 12:00;5609.37;5619.13;5603.03;5605.96;4039180390.0;81937.17;82018.72;81661.94;81774.07;4172708228.04
08/05/2020 12:15;5605.96;5609.37;5592.78;5600.1;4251585300.0;81779.17;81972.85;81758.78;81886.21;2634455347.55
08/05/2020 12:30;5599.61;5617.18;5599.12;5615.72;3249548540.0;81881.11;81916.79;81560.01;81661.94;3651025810.38
08/05/2020 12:45;5616.21;5629.38;5611.81;5616.21;3404832650.0;81656.85;81723.11;81468.26;81626.27;3762167386.1
08/05/2020 13:00;5616.21;5642.08;5616.21;5640.12;4101250225.0;81626.27;81636.46;81325.55;81417.29;3668989998.78
08/05/2020 13:15;5640.61;5644.52;5628.41;5631.83;3048723945.0;81417.29;81437.68;81131.87;81320.45;3490524071.12
08/05/2020 13:30;5632.31;5641.59;5617.67;5622.55;3487533970.0;81320.45;81402.0;81244.0;81351.03;2455772742.06
08/05/2020 13:45;5622.06;5622.06;5613.28;5614.74;2234875675.0;81356.13;81422.39;81218.52;81310.26;2441940007.86
08/05/2020 14:00;5614.25;5632.8;5613.77;5617.67;3645050075.0;81315.36;81371.42;81065.61;81300.07;3556570381.14
08/05/2020 14:15;5618.16;5629.38;5618.16;5623.04;2320793675.0;81300.07;81335.74;81080.9;81264.39;3325560217.72
08/05/2020 14:30;5623.04;5632.31;5620.6;5629.38;1971126995.0;81264.39;81305.16;81106.39;81218.52;2450993371.92
08/05/2020 14:45;5629.38;5637.19;5621.09;5634.75;3227144445.0;81218.52;81519.23;81177.74;81335.74;3853394599.48
08/05/2020 15:00;5634.27;5639.15;5628.41;5633.78;2743301200.0;81340.84;81718.01;81274.58;81712.91;4179827874.35
08/05/2020 15:15;5633.78;5634.75;5623.04;5629.87;2780635215.0;81712.91;81870.91;81616.07;81702.72;4156602663.84
08/05/2020 15:30;5629.38;5632.31;5624.02;5628.9;2459774975.0;81702.72;81748.59;81452.97;81616.07;3950196572.9
08/05/2020 15:45;5628.9;5633.78;5612.3;5612.79;3192212395.0;81610.97;81723.11;81524.33;81656.85;2999181359.97
08/05/2020 16:00;5612.79;5619.13;5606.93;5618.16;3555239610.0;81661.94;82186.92;81641.56;81937.17;6041792864.56
08/05/2020 16:15;5617.67;5624.5;5615.23;5621.09;2359912025.0;81937.17;82095.18;81830.14;82028.92;3697105510.23
08/05/2020 16:30;5621.09;5622.55;5607.91;5608.88;2625346390.0;82034.01;82293.95;81977.95;82120.66;3851531213.23
08/05/2020 16:45;5608.4;5616.69;5606.93;5610.35;2326121675.0;82115.56;82258.28;81983.05;82105.37;3535835492.8
08/05/2020 17:00;5610.35;5618.65;5607.91;5613.77;1745852075.0;82105.37;82181.82;81870.91;82090.08;2759543181.31
08/05/2020 17:15;5613.28;5614.74;5607.91;5608.4;1180539340.0;82090.08;82192.02;82034.01;82141.05;1259150036.35
08/05/2020 17:30;5608.4;5613.28;5607.42;5608.4;973812455.0;82141.05;82406.09;82135.95;82288.86;1538262372.39
08/05/2020 17:45;5607.91;5615.72;5588.87;5614.74;1155153120.0;82299.05;82553.89;82176.73;82176.73;1056033008.42
11/05/2020 09:00;5655.74;5664.53;5636.71;5660.62;7887647475.0;81004.45;81432.58;80907.61;81269.48;3563980646.75
11/05/2020 09:15;5660.14;5668.92;5633.78;5656.72;9561642370.0;81269.48;81646.65;81147.16;81432.58;5033807413.19
11/05/2020 09:30;5656.72;5665.99;5648.42;5665.99;5437855320.0;81437.68;81483.55;81208.32;81223.61;3351249988.97
11/05/2020 09:45;5665.99;5667.46;5649.89;5652.81;5231110250.0;81218.52;81447.88;81182.84;81386.71;3287937027.07
11/05/2020 10:00;5652.81;5662.58;5640.61;5657.7;6219087640.0;81391.81;81605.88;81244.0;81407.1;5172551135.55
11/05/2020 10:15;5657.7;5672.83;5654.28;5670.39;4994489040.0;81402.0;82115.56;81356.13;81957.56;7179885515.5
11/05/2020 10:30;5670.87;5673.8;5660.62;5666.48;4999480970.0;81962.66;82365.31;81835.24;82329.63;7886790227.99
11/05/2020 10:45;5666.48;5675.76;5656.72;5674.78;4759812400.0;82329.63;82385.7;81967.76;82039.11;5209612630.74
11/05/2020 11:00;5674.29;5679.66;5668.43;5677.71;5251607215.0;82044.21;82176.73;81723.11;81753.69;6164928613.98
11/05/2020 11:15;5678.2;5686.01;5670.87;5679.66;5061362060.0;81748.59;81763.88;81386.71;81544.72;5885218891.04
11/05/2020 11:30;5679.66;5684.54;5671.85;5680.15;4062615185.0;81549.81;81723.11;81386.71;81636.46;5133654538.21
11/05/2020 11:45;5680.64;5682.59;5660.62;5667.95;4752211335.0;81636.46;81901.5;81509.04;81626.27;5857222937.54
11/05/2020 12:00;5667.95;5674.29;5665.02;5668.43;2975056480.0;81626.27;81768.98;81305.16;81478.46;5489806744.44
11/05/2020 12:15;5668.43;5672.34;5656.23;5658.18;3459029825.0;81478.46;81478.46;81233.81;81361.23;4711512828.28
11/05/2020 12:30;5658.18;5663.55;5650.86;5653.3;4881853880.0;81361.23;81565.1;81320.45;81483.55;3902058990.29
11/05/2020 12:45;5653.3;5666.48;5650.86;5664.53;3741577300.0;81488.65;81590.59;81396.91;81478.46;2886681131.32
11/05/2020 13:00;5664.53;5670.39;5655.74;5657.21;2818340655.0;81478.46;81631.36;81468.26;81605.88;2462990021.07
11/05/2020 13:15;5657.7;5664.04;5654.28;5661.11;2593714635.0;81600.78;81983.05;81560.01;81774.07;4117739272.08
11/05/2020 13:30;5661.6;5664.04;5657.7;5658.67;1774835255.0;81779.17;81947.37;81753.69;81901.5;2680245699.17
11/05/2020 13:45;5658.67;5662.09;5650.86;5659.16;2834005280.0;81901.5;82023.82;81712.91;81728.2;3736850220.58
11/05/2020 14:00;5659.16;5665.5;5655.74;5657.21;2682328685.0;81733.3;82192.02;81585.49;82105.37;5517405889.57
11/05/2020 14:15;5657.7;5691.37;5655.74;5688.45;6631022225.0;82100.27;82156.34;81901.5;81962.66;3678681620.73
11/05/2020 14:30;5688.45;5688.93;5679.66;5686.01;2835163640.0;81957.56;82028.92;81733.3;81774.07;3409918777.74
11/05/2020 14:45;5686.01;5688.45;5680.64;5685.52;1874066025.0;81774.07;81845.43;81610.97;81636.46;3869778776.6
11/05/2020 15:00;5685.52;5703.09;5685.03;5696.74;4849485245.0;81636.46;81707.82;81279.68;81325.55;5405673912.2
11/05/2020 15:15;5696.26;5700.65;5691.86;5698.7;2225795570.0;81330.65;81442.78;81126.77;81172.64;5060563297.35
11/05/2020 15:30;5699.18;5704.55;5694.79;5701.14;2485523930.0;81172.64;81381.62;81126.77;81238.9;3814263960.95
11/05/2020 15:45;5701.63;5702.6;5689.91;5694.79;2490050250.0;81238.9;81437.68;81203.23;81294.97;3030448500.44
11/05/2020 16:00;5695.28;5699.67;5690.89;5696.26;1750145560.0;81294.97;81478.46;81218.52;81305.16;3731692720.76
11/05/2020 16:15;5696.74;5704.55;5692.84;5703.58;2421438660.0;81305.16;81366.33;80775.09;81091.09;4390709001.48
11/05/2020 16:30;5703.58;5708.46;5700.65;5705.04;2290140405.0;81091.09;81131.87;80642.57;80719.02;4904563111.9
11/05/2020 16:45;5704.55;5707.48;5681.12;5691.86;5304649685.0;80719.02;80815.86;80515.15;80550.83;4271449109.92
11/05/2020 17:00;5691.37;5691.86;5682.59;5686.01;1675089910.0;80540.63;80632.38;80484.57;80576.31;2308943131.0
11/05/2020 17:15;5686.01;5690.89;5684.54;5686.49;1095031810.0;80576.31;80744.51;80387.73;80510.05;2335002311.22
11/05/2020 17:30;5686.49;5700.65;5685.52;5697.23;1474847755.0;80510.05;80540.63;80280.69;80469.28;1941416274.53
11/05/2020 17:45;5696.74;5696.74;5683.08;5686.01;902007420.0;80474.37;80673.15;80250.11;80530.44;1255859734.51
12/05/2020 09:00;5662.09;5675.27;5634.27;5644.03;9056053070.0;81091.09;81514.13;81040.13;81447.88;3387847798.13
12/05/2020 09:15;5644.52;5658.18;5635.73;5643.54;7256978990.0;81447.88;81458.07;80907.61;81121.68;5153857824.96
12/05/2020 09:30;5643.54;5654.28;5628.41;5630.85;7322846080.0;81121.68;81335.74;80764.9;81320.45;5619030960.55
12/05/2020 09:45;5630.85;5632.31;5618.65;5626.46;6415113330.0;81320.45;81529.42;81274.58;81366.33;4235721548.13
12/05/2020 10:00;5626.46;5649.4;5624.02;5642.08;6516576120.0;81366.33;81585.49;81096.19;81305.16;5947941639.89
12/05/2020 10:15;5642.08;5642.56;5625.97;5626.94;4086929510.0;81305.16;81641.56;81116.58;81595.68;6040898809.56
12/05/2020 10:30;5626.94;5631.83;5612.3;5620.6;7177397605.0;81595.68;81774.07;81381.62;81544.72;7610636529.22
12/05/2020 10:45;5620.6;5633.78;5617.67;5630.85;5326644840.0;81539.62;81595.68;81131.87;81514.13;6915578028.32
12/05/2020 11:00;5630.85;5641.59;5629.38;5638.17;4182129145.0;81509.04;81692.52;81371.42;81656.85;4905889798.87
12/05/2020 11:15;5638.66;5641.1;5625.97;5638.66;3954380860.0;81651.75;81962.66;81651.75;81819.95;5489509441.19
12/05/2020 11:30;5638.66;5645.0;5635.73;5642.56;2758832155.0;81814.85;82003.43;81784.27;81876.01;4869854446.22
12/05/2020 11:45;5642.56;5660.14;5641.59;5645.0;5599593640.0;81876.01;81952.46;81677.23;81830.14;4587040888.04
12/05/2020 12:00;5645.49;5648.91;5628.9;5632.8;4383535560.0;81830.14;81926.98;81697.62;81830.14;3983656352.35
12/05/2020 12:15;5632.31;5649.89;5632.31;5644.52;3514306400.0;81830.14;81896.4;81580.39;81600.78;4506857635.0
12/05/2020 12:30;5645.0;5647.93;5641.59;5647.44;1621213990.0;81600.78;81697.62;81565.1;81610.97;2485193906.45
12/05/2020 12:45;5647.44;5661.6;5645.49;5661.11;4375353465.0;81610.97;81850.53;81514.13;81728.2;3424295201.11
12/05/2020 13:00;5661.11;5663.06;5653.79;5660.62;2733376115.0;81733.3;81855.62;81605.88;81697.62;3135565815.93
12/05/2020 13:15;5660.62;5663.06;5655.25;5656.23;2168010325.0;81697.62;81819.95;81641.56;81758.78;2055277991.11
12/05/2020 13:30;5656.72;5659.16;5650.86;5657.21;2317325260.0;81758.78;81855.62;81707.82;81743.49;2254171230.0
12/05/2020 13:45;5657.21;5665.02;5654.28;5662.09;2124181515.0;81743.49;81901.5;81687.43;81687.43;2672549783.09
12/05/2020 14:00;5661.6;5662.09;5652.33;5656.23;2500409105.0;81687.43;81784.27;81580.39;81595.68;3301267526.32
12/05/2020 14:15;5656.23;5679.17;5654.28;5674.29;5473844945.0;81590.59;81605.88;81187.94;81315.36;5848573101.8
12/05/2020 14:30;5674.29;5684.05;5670.87;5681.12;3482184260.0;81315.36;81427.49;81101.29;81152.26;4802085470.38
12/05/2020 14:45;5680.64;5707.97;5676.24;5703.58;6905897360.0;81152.26;81162.45;80295.98;80387.73;8362492688.76
12/05/2020 15:00;5703.58;5726.52;5696.26;5725.05;6967693940.0;80387.73;80673.15;80025.85;80056.43;7843592811.59
12/05/2020 15:15;5725.54;5744.09;5724.08;5737.75;6876538220.0;80056.43;80510.05;79954.49;80372.44;5711249570.08
12/05/2020 15:30;5737.75;5748.0;5733.35;5738.72;4946219260.0;80372.44;80775.09;80178.76;80591.6;5519304550.22
12/05/2020 15:45;5739.21;5752.39;5738.23;5750.44;3383165325.0;80586.51;80668.05;80418.31;80535.54;3264415088.02
12/05/2020 16:00;5749.95;5750.44;5728.47;5733.84;6340111585.0;80535.54;80693.54;80229.72;80280.69;4717423944.43
12/05/2020 16:15;5734.33;5741.16;5723.1;5728.96;4376257550.0;80280.69;80617.09;80178.76;80290.89;5243015120.05
12/05/2020 16:30;5728.96;5750.92;5727.01;5748.48;4379169270.0;80295.98;80403.02;79628.29;79765.91;5841790288.14
12/05/2020 16:45;5748.48;5751.9;5731.4;5732.38;3432534690.0;79765.91;79883.14;79031.96;79098.22;7071095244.98
12/05/2020 17:00;5732.38;5748.0;5730.91;5744.09;2639516480.0;79098.22;79709.84;79067.64;79531.45;3744574479.69
12/05/2020 17:15;5744.58;5746.04;5735.3;5738.23;1458252405.0;79536.55;79597.71;79256.22;79342.87;2225284870.01
12/05/2020 17:30;5738.23;5748.48;5732.38;5744.58;1720260115.0;79342.87;79460.1;79072.74;79154.29;1889491386.17
12/05/2020 17:45;5744.09;5761.66;5742.63;5754.34;1640918885.0;79144.09;79460.1;79103.32;79103.32;1252033612.66
13/05/2020 09:00;5898.45;5927.27;5892.89;5918.68;7947032655.0;80530.44;80632.38;80092.11;80295.98;3174728966.13
13/05/2020 09:15;5918.17;5925.25;5909.58;5918.17;5484091890.0;80290.89;80392.82;80245.02;80311.27;1863246917.12
13/05/2020 09:30;5918.68;5922.72;5901.49;5915.14;7009599885.0;80311.27;80504.96;79995.27;80183.85;4241865521.8
13/05/2020 09:45;5915.14;5915.14;5889.35;5906.54;8166563285.0;80183.85;80489.66;80158.37;80229.72;3778042510.2
13/05/2020 10:00;5906.54;5943.96;5903.51;5929.3;11375759825.0;80234.82;80591.6;79934.11;80387.73;9025536003.37
13/05/2020 10:15;5928.79;5942.95;5921.21;5928.79;5403825870.0;80377.53;80459.08;80122.69;80403.02;4596465580.44
13/05/2020 10:30;5928.29;5957.11;5927.78;5951.04;8580543685.0;80408.11;80698.64;79821.98;80000.37;9524267728.11
